"Date","Game","Earnings","Players","Tournaments"
2013-12-01,"StarCraft II",291685.12,131,42
2013-12-01,"Dota 2",249285.08,227,14
2013-12-01,"Counter-Strike: Global Offensive",107879.44,176,17
2013-12-01,"StarCraft: Brood War",93217,10,2
2013-12-01,"World of Tanks",66000,28,2
2013-12-01,"CrossFire",62445.28,48,7
2013-12-01,"Counter-Strike Online",40000,15,1
2013-12-01,"Super Street Fighter IV Arcade Edition",28130,16,8
2013-12-01,"Age of Empires II",21200,16,1
2013-12-01,"FIFA 14",19335.07,8,6
2013-12-01,"WarCraft III",16647.75,5,4
2013-12-01,"Heroes of Newerth",15500,71,4
2013-12-01,"Call of Duty: Ghosts",10554.3,31,7
2013-12-01,"Super Smash Bros. Melee",9758.58,64,17
2013-12-01,"Ultimate Marvel vs. Capcom 3",5250,7,3
2013-12-01,"Street Fighter X Tekken",5000,3,1
2013-12-01,"Halo 4",3274.3,16,1
2013-12-01,"Point Blank",3067.48,5,1
2013-12-01,"Project M",2725,32,11
2013-12-01,"ShootMania Storm",2634.29,3,1
2013-12-01,"Age of Empires III",1770,8,1
2013-12-01,"Team Fortress 2",1372.7,18,1
2013-12-01,"Super Smash Bros. Brawl",985,17,5
2013-12-01,"TrackMania 2: Stadium",818.44,8,1
2013-12-01,"Age of Empires",352,8,1
2013-12-01,"Tekken Tag Tournament 2",270,6,3
2013-12-01,"Injustice: Gods Among Us",240,9,4
2013-12-01,"Super Smash Bros.",40,3,1
2014-01-01,"League of Legends",751350.46,395,32
2014-01-01,"Dota 2",537172.02,62,9
2014-01-01,"StarCraft II",95625.27,129,34
2014-01-01,"Counter-Strike: Global Offensive",83433.98,224,13
2014-01-01,"Call of Duty: Ghosts",29025,29,5
2014-01-01,"Heroes of Newerth",22509.41,57,5
2014-01-01,"Hearthstone",21067.79,14,4
2014-01-01,"Point Blank",18000,20,1
2014-01-01,"Super Smash Bros. Melee",15535,41,11
2014-01-01,"Team Fortress 2",14780,24,2
2014-01-01,"WarCraft III",9299.74,7,5
2014-01-01,"Super Smash Bros. Brawl",7848.39,20,6
2014-01-01,"Project M",4851.82,25,7
2014-01-01,"Age of Empires II",4650,8,3
2014-01-01,"FIFA 14",3071.87,13,6
2014-01-01,"StarCraft: Brood War",3063.69,3,1
2014-01-01,"Super Street Fighter IV Arcade Edition",2480,18,9
2014-01-01,"CrossFire",2173.58,31,5
2014-01-01,"Quake Live",2047.05,12,7
2014-01-01,"Ultimate Marvel vs. Capcom 3",1730,11,5
2014-01-01,"Super Smash Bros.",1710,6,1
2014-01-01,"Call of Duty 4: Modern Warfare",1476.18,0,1
2014-01-01,"Halo 3",1476.18,0,1
2014-01-01,"Tekken Tag Tournament 2",1093.39,13,5
2014-01-01,"Injustice: Gods Among Us",1055,11,4
2014-01-01,"Killer Instinct (2013)",740,6,1
2014-01-01,"Battlefield 4",544.79,16,4
2014-01-01,"NHL 14",478.39,3,1
2014-01-01,"King of Fighters XIII",270,4,1
2014-01-01,"BlazBlue: Chronophantasma",0,4,1
2014-01-01,"Guilty Gear XX Accent Core Plus R",0,4,1
2014-02-01,"CrossFire",182173.58,104,6
2014-02-01,"StarCraft II",172010.68,154,47
2014-02-01,"Dota 2",109103.95,80,9
2014-02-01,"World of Tanks",1e+05,0,1
2014-02-01,"League of Legends",96041.67,199,31
2014-02-01,"Counter-Strike: Global Offensive",44255.75,166,20
2014-02-01,"Call of Duty: Ghosts",21275,24,7
2014-02-01,"Heroes of Newerth",12255.56,35,4
2014-02-01,"Super Smash Bros. Melee",9637.55,56,19
2014-02-01,"Hearthstone",8445.54,16,10
2014-02-01,"Project M",4281.33,36,11
2014-02-01,"WarCraft III",3020.61,7,2
2014-02-01,"TrackMania Nations Forever",2867.17,3,1
2014-02-01,"Quake Live",2395.65,9,7
2014-02-01,"Super Street Fighter IV Arcade Edition",1850,18,8
2014-02-01,"Super Smash Bros. Brawl",1405,13,3
2014-02-01,"Team Fortress 2",1373.73,0,1
2014-02-01,"StarCraft: Brood War",1304.51,3,1
2014-02-01,"Battlefield 4",1225.25,11,5
2014-02-01,"TrackMania 2: Stadium",827.6,8,1
2014-02-01,"FIFA 14",546.32,4,5
2014-02-01,"Attack on Titan Tribute Game",300,3,2
2014-02-01,"Injustice: Gods Among Us",290,5,4
2014-02-01,"Tekken Tag Tournament 2",275,4,4
2014-02-01,"Ultimate Marvel vs. Capcom 3",90,6,2
2014-02-01,"Super Smash Bros.",30,4,1
2014-03-01,"Call of Duty: Ghosts",1030131.5,44,6
2014-03-01,"League of Legends",355749.99,352,37
2014-03-01,"Counter-Strike: Global Offensive",295120.65,227,19
2014-03-01,"SMITE",217909.6,40,1
2014-03-01,"Heroes of Newerth",216857.83,64,7
2014-03-01,"StarCraft II",144298.39,120,48
2014-03-01,"Magic: The Gathering Online",116000,16,1
2014-03-01,"World of Tanks",1e+05,21,1
2014-03-01,"KartRider",44832,16,1
2014-03-01,"Dota 2",39847.26,49,5
2014-03-01,"Hearthstone",30109.94,21,13
2014-03-01,"Battlefield 4",28901.55,26,6
2014-03-01,"StarCraft: Brood War",18323.71,16,3
2014-03-01,"King of Fighters XIII",10720,15,3
2014-03-01,"Super Smash Bros. Melee",8211.75,71,21
2014-03-01,"Age of Empires II",7763.71,15,6
2014-03-01,"Point Blank",3540.64,5,2
2014-03-01,"TrackMania 2: Stadium",2764.98,32,1
2014-03-01,"Super Street Fighter IV Arcade Edition",2493.17,37,11
2014-03-01,"Quake Live",1444.54,12,6
2014-03-01,"FIFA Online 3",1406.91,2,1
2014-03-01,"Call of Duty 4: Modern Warfare",1375.3,0,1
2014-03-01,"CrossFire",1249.8,25,2
2014-03-01,"Project M",901.02,27,7
2014-03-01,"WarCraft III",844.8,8,2
2014-03-01,"Attack on Titan Tribute Game",750,6,5
2014-03-01,"NHL 14",723.17,3,1
2014-03-01,"FIFA 14",691.4,4,5
2014-03-01,"Ultimate Marvel vs. Capcom 3",560,36,10
2014-03-01,"Divekick",500,3,1
2014-03-01,"Super Smash Bros.",348,5,2
2014-03-01,"Injustice: Gods Among Us",340,23,7
2014-03-01,"Super Smash Bros. Brawl",300,8,2
2014-03-01,"Tekken Tag Tournament 2",215,24,6
2014-03-01,"Age of Mythology",180,3,2
2014-03-01,"Killer Instinct (2013)",70,17,3
2014-03-01,"BlazBlue: Chronophantasma",0,16,2
2014-03-01,"Dead or Alive 5 Ultimate",0,16,2
2014-03-01,"Guilty Gear XX Accent Core Plus R",0,16,2
2014-03-01,"Mortal Kombat 9",0,14,2
2014-03-01,"Persona 4 Arena",0,8,1
2014-03-01,"Skullgirls Encore",0,8,1
2014-03-01,"Soul Calibur II HD Online",0,8,1
2014-03-01,"Soul Calibur V",0,15,2
2014-03-01,"Street Fighter X Tekken",0,13,2
2014-03-01,"Super Street Fighter II Turbo",0,15,2
2014-03-01,"Ultra Street Fighter IV",0,8,1
2014-03-01,"Virtua Fighter 5 Final Showdown",0,16,2
2014-04-01,"League of Legends",818168.14,420,40
2014-04-01,"Dota 2",611868.16,216,20
2014-04-01,"StarCraft II",526717.5,180,38
2014-04-01,"World of Tanks",3e+05,21,1
2014-04-01,"Counter-Strike: Global Offensive",86302.48,181,18
2014-04-01,"Call of Duty: Ghosts",37433.26,44,7
2014-04-01,"Hearthstone",34203.2,32,13
2014-04-01,"Super Street Fighter IV Arcade Edition",28106.46,32,14
2014-04-01,"Point Blank",20000,30,1
2014-04-01,"WarCraft III",19970.18,8,1
2014-04-01,"Super Smash Bros. Melee",10279.04,99,28
2014-04-01,"SMITE",10000,10,1
2014-04-01,"Battlefield 4",7555.3,41,8
2014-04-01,"Quake Live",4183.58,12,8
2014-04-01,"Project M",4063,46,12
2014-04-01,"TrackMania 2: Stadium",3247.7,7,3
2014-04-01,"Team Fortress 2",3245.93,18,2
2014-04-01,"Call of Duty 4: Modern Warfare",3177.45,0,1
2014-04-01,"Heroes of Newerth",3117.99,39,5
2014-04-01,"Halo 3",1679.15,12,1
2014-04-01,"FIFA 14",1519.63,4,6
2014-04-01,"Age of Empires",1342,15,1
2014-04-01,"Super Smash Bros. Brawl",904,15,4
2014-04-01,"Injustice: Gods Among Us",445,16,7
2014-04-01,"Tekken Tag Tournament 2",445,16,7
2014-04-01,"Ultimate Marvel vs. Capcom 3",175,21,5
2014-04-01,"Super Smash Bros.",155,8,2
2014-04-01,"Attack on Titan Tribute Game",150,2,1
2014-04-01,"Killer Instinct (2013)",30,17,3
2014-04-01,"BlazBlue: Chronophantasma",0,12,2
2014-04-01,"Capcom vs. SNK 2",0,8,1
2014-04-01,"Dead or Alive 5 Ultimate",0,8,1
2014-04-01,"Divekick",0,4,1
2014-04-01,"Guilty Gear XX Accent Core Plus R",0,8,1
2014-04-01,"King of Fighters XIII",0,16,2
2014-04-01,"Marvel vs. Capcom 2",0,8,1
2014-04-01,"Skullgirls Encore",0,4,1
2014-04-01,"Soul Calibur II HD Online",0,8,1
2014-04-01,"Soul Calibur V",0,8,1
2014-04-01,"Street Fighter Alpha 3",0,8,1
2014-04-01,"Street Fighter III: 3rd Strike",0,11,2
2014-04-01,"Street Fighter X Tekken",0,15,2
2014-04-01,"Super Street Fighter II Turbo",0,10,2
2014-05-01,"League of Legends",684830.67,335,33
2014-05-01,"StarCraft II",125423.7,163,47
2014-05-01,"Attack on Titan Tribute Game",80000,27,6
2014-05-01,"Counter-Strike: Global Offensive",63340.1,146,14
2014-05-01,"Call of Duty: Ghosts",53419.81,71,10
2014-05-01,"Dota 2",50002.17,101,7
2014-05-01,"Hearthstone",36186.6,28,16
2014-05-01,"SMITE",35000,5,1
2014-05-01,"Battlefield 4",28562.48,25,5
2014-05-01,"Super Smash Bros. Melee",13949.95,100,27
2014-05-01,"Age of Empires II",7936,14,5
2014-05-01,"Heroes of Newerth",5605.64,44,5
2014-05-01,"Project M",5454.46,40,12
2014-05-01,"Super Street Fighter IV Arcade Edition",4115,25,10
2014-05-01,"Super Smash Bros. Brawl",2222.92,24,6
2014-05-01,"NHL 14",1822.4,0,1
2014-05-01,"Team Fortress 2",1628.25,12,1
2014-05-01,"Quake Live",1562.57,10,8
2014-05-01,"Ultimate Marvel vs. Capcom 3",1320,12,3
2014-05-01,"WarCraft III",1138.69,7,2
2014-05-01,"Tekken Tag Tournament 2",845,15,6
2014-05-01,"BlazBlue: Chronophantasma",585,11,2
2014-05-01,"FIFA 14",549.28,4,4
2014-05-01,"TrackMania 2: Canyon",528.96,2,1
2014-05-01,"Age of Mythology",450,3,1
2014-05-01,"King of Fighters XIII",430,7,2
2014-05-01,"Injustice: Gods Among Us",420,19,6
2014-05-01,"TrackMania 2: Stadium",377.84,5,2
2014-05-01,"Guilty Gear XX Accent Core Plus R",240,3,1
2014-05-01,"Marvel vs. Capcom 2",200,3,1
2014-05-01,"Dead or Alive 5 Ultimate",0,8,1
2014-05-01,"Killer Instinct (2013)",0,8,1
2014-05-01,"Street Fighter X Tekken",0,4,1
2014-06-01,"Dota 2",1153704.61,210,19
2014-06-01,"League of Legends",445935.18,411,45
2014-06-01,"StarCraft II",306444.8,118,38
2014-06-01,"Counter-Strike: Global Offensive",158606.74,357,25
2014-06-01,"Call of Duty: Ghosts",103415.72,68,7
2014-06-01,"Hearthstone",47931.47,43,13
2014-06-01,"Super Smash Bros. Melee",29381.12,64,25
2014-06-01,"Ultra Street Fighter IV",26131.8,42,15
2014-06-01,"FIFA 14",15737.49,12,6
2014-06-01,"Team Fortress 2",15536.75,36,3
2014-06-01,"Project M",9530,25,9
2014-06-01,"Injustice: Gods Among Us",8845,19,6
2014-06-01,"Point Blank",8619.38,14,1
2014-06-01,"Killer Instinct (2013)",8180,5,2
2014-06-01,"Heroes of Newerth",7192.77,31,5
2014-06-01,"StarCraft: Brood War",2837.36,3,1
2014-06-01,"Quake Live",2611,15,6
2014-06-01,"Attack on Titan Tribute Game",2500,8,1
2014-06-01,"Ultimate Marvel vs. Capcom 3",2495.01,8,1
2014-06-01,"Super Smash Bros. Brawl",1745,13,3
2014-06-01,"Battlefield 4",1361.73,16,6
2014-06-01,"Divekick",1200,3,1
2014-06-01,"Tekken Tag Tournament 2",1165.01,16,5
2014-06-01,"Age of Empires",880,17,1
2014-06-01,"BlazBlue: Chronophantasma",870,8,1
2014-06-01,"Persona 4 Arena",820,3,1
2014-06-01,"Soul Calibur V",635,3,1
2014-06-01,"King of Fighters XIII",555,3,1
2014-06-01,"WarCraft III",480,3,1
2014-06-01,"Capcom vs. SNK 2",445,3,1
2014-06-01,"Guilty Gear XX Accent Core Plus R",200,3,1
2014-06-01,"TrackMania 2: Stadium",137.4,3,1
2014-07-01,"Dota 2",10942284.87,126,9
2014-07-01,"StarCraft II",480780.96,218,53
2014-07-01,"League of Legends",293935.88,275,39
2014-07-01,"CrossFire",146578.8,49,6
2014-07-01,"World of Tanks",1e+05,28,1
2014-07-01,"Hearthstone",79474.3,48,15
2014-07-01,"Counter-Strike: Global Offensive",70872.69,222,26
2014-07-01,"SMITE",50000,15,1
2014-07-01,"Quake Live",43630,26,12
2014-07-01,"Ultra Street Fighter IV",36082.68,39,13
2014-07-01,"BlazBlue: Chronophantasma",35080,8,1
2014-07-01,"Pro Evolution Soccer 2014",29410.25,4,1
2014-07-01,"FIFA 14",26949.66,9,6
2014-07-01,"Call of Duty: Ghosts",21323.52,32,5
2014-07-01,"Halo 4",18950,16,2
2014-07-01,"Killer Instinct (2013)",13379.8,8,1
2014-07-01,"Super Smash Bros. Melee",12939,35,7
2014-07-01,"Ultimate Marvel vs. Capcom 3",10140,8,1
2014-07-01,"Tekken Tag Tournament 2",7685,11,2
2014-07-01,"StarCraft: Brood War",5855.38,3,1
2014-07-01,"King of Fighters XIII",3189.4,8,1
2014-07-01,"Injustice: Gods Among Us",3175,10,2
2014-07-01,"Attack on Titan Tribute Game",2500,8,1
2014-07-01,"Heroes of Newerth",1430.16,40,3
2014-07-01,"Team Fortress 2",1353.61,18,1
2014-07-01,"Project M",1230,12,3
2014-07-01,"Battlefield 4",1222.28,15,5
2014-07-01,"WarCraft III",483.48,3,1
2014-07-01,"Street Fighter X Tekken",450,3,1
2014-07-01,"TrackMania 2: Stadium",135.46,3,1
2014-07-01,"Age of Empires II",114,2,1
2014-08-01,"League of Legends",1084737.72,434,37
2014-08-01,"Counter-Strike: Global Offensive",362080.21,233,21
2014-08-01,"StarCraft II",277307,156,53
2014-08-01,"Call of Duty: Ghosts",85471.31,33,7
2014-08-01,"FIFA Online 3",75000,6,1
2014-08-01,"SMITE",50000,19,1
2014-08-01,"Heroes of Newerth",46590.82,83,13
2014-08-01,"Dota 2",42422.07,87,8
2014-08-01,"Point Blank",36804.13,46,2
2014-08-01,"Age of Empires II",31760,118,4
2014-08-01,"Hearthstone",28650.81,38,21
2014-08-01,"Battlefield 4",27834.24,28,6
2014-08-01,"Halo 2 Anniversary",20000,27,2
2014-08-01,"FIFA 14",18208.02,16,8
2014-08-01,"Super Smash Bros. Melee",12901.52,90,25
2014-08-01,"Attack on Titan Tribute Game",10000,3,1
2014-08-01,"Team Fortress 2",8270.37,24,1
2014-08-01,"Project M",7897.08,62,15
2014-08-01,"Halo 3",6984.9,14,2
2014-08-01,"Pokémon VGC",5000,2,1
2014-08-01,"Ultra Street Fighter IV",4929.35,27,12
2014-08-01,"StarCraft: Brood War",3942.9,8,3
2014-08-01,"S.K.I.L.L. - Special Force 2",3919.65,10,1
2014-08-01,"CrossFire",2445.28,33,6
2014-08-01,"Super Smash Bros. Brawl",2064,24,6
2014-08-01,"Counter-Strike",1500,5,1
2014-08-01,"Quake Live",1489.8,18,6
2014-08-01,"Super Smash Bros.",830,12,2
2014-08-01,"WarCraft III",485.48,3,1
2014-08-01,"Age of Mythology",450,4,2
2014-08-01,"TrackMania 2: Stadium",279.76,2,1
2014-08-01,"Tekken Tag Tournament 2",210,12,3
2014-08-01,"Under Night In-Birth EXE: Late",195,6,2
2014-08-01,"Injustice: Gods Among Us",55,3,1
2014-08-01,"Ultimate Marvel vs. Capcom 3",0,8,1
2014-09-01,"Dota 2",653064.9,160,13
2014-09-01,"League of Legends",325720.89,242,33
2014-09-01,"StarCraft II",267899.86,128,53
2014-09-01,"Hearthstone",170246.05,83,19
2014-09-01,"World of WarCraft",80000,9,1
2014-09-01,"Point Blank",58682.24,66,2
2014-09-01,"Counter-Strike: Global Offensive",56784.75,184,20
2014-09-01,"Heroes of Newerth",39259.88,71,9
2014-09-01,"WarCraft III",37030.61,21,4
2014-09-01,"SMITE",35000,20,1
2014-09-01,"FIFA Online 3",21769.34,6,2
2014-09-01,"CrossFire",19178.73,50,5
2014-09-01,"StarCraft: Brood War",14874,8,2
2014-09-01,"S.K.I.L.L. - Special Force 2",11000,0,1
2014-09-01,"Super Smash Bros. Melee",9362.79,65,25
2014-09-01,"Ultra Street Fighter IV",8880.2,19,10
2014-09-01,"Age of Mythology",2400,11,1
2014-09-01,"Project M",2255,21,6
2014-09-01,"Call of Duty: Ghosts",1960,0,2
2014-09-01,"Age of Empires II",1335,11,3
2014-09-01,"Quake Live",1195.94,12,4
2014-09-01,"Battlefield 4",1161.12,15,5
2014-09-01,"FIFA 14",386.61,3,4
2014-09-01,"Tekken Tag Tournament 2",305,3,4
2014-09-01,"Injustice: Gods Among Us",235,7,4
2014-09-01,"FIFA 15",128.87,1,1
2014-09-01,"Under Night In-Birth EXE: Late",105,4,2
2014-10-01,"League of Legends",2339483.02,232,30
2014-10-01,"Dota 2",1006807.68,201,14
2014-10-01,"StarCraft II",474367.08,173,75
2014-10-01,"World of Tanks",289335,28,2
2014-10-01,"Hearthstone",277930.52,63,18
2014-10-01,"Counter-Strike: Global Offensive",217641.36,517,42
2014-10-01,"CrossFire",205798.58,46,6
2014-10-01,"Call of Duty: Ghosts",107643.47,32,4
2014-10-01,"WarCraft III",104769.24,10,3
2014-10-01,"World of WarCraft",80000,9,1
2014-10-01,"Heroes of Newerth",44504.97,63,9
2014-10-01,"iRacing.com",30500,8,2
2014-10-01,"Super Smash Bros. Melee",14544.45,70,27
2014-10-01,"Team Fortress 2",11334,42,3
2014-10-01,"Project M",4943.5,26,7
2014-10-01,"Ultra Street Fighter IV",4400,18,14
2014-10-01,"rFactor 2",3545.13,30,1
2014-10-01,"Battlefield 4",2938.74,15,6
2014-10-01,"FIFA 15",1329.79,10,17
2014-10-01,"Age of Empires II",1000,2,1
2014-10-01,"Chess.com",1000,6,1
2014-10-01,"Quake Live",685.05,6,6
2014-10-01,"TrackMania 2: Canyon",665.28,3,1
2014-10-01,"Age of Mythology",500,3,1
2014-10-01,"TrackMania 2: Stadium",316.8,2,1
2014-10-01,"Xonotic",315.73,20,1
2014-10-01,"Tekken Tag Tournament 2",305,16,6
2014-10-01,"Super Smash Bros. for Wii U",160,6,1
2014-10-01,"Super Smash Bros. Brawl",100,6,2
2014-10-01,"Street Fighter X Tekken",70,3,1
2014-10-01,"Injustice: Gods Among Us",40,12,3
2014-10-01,"Under Night In-Birth EXE: Late",20,11,2
2014-10-01,"BlazBlue: Chronophantasma",0,8,1
2014-10-01,"Dead or Alive 5 Ultimate",0,8,1
2014-10-01,"Guilty Gear XX Accent Core Plus R",0,8,1
2014-10-01,"Killer Instinct (2013)",0,8,1
2014-10-01,"King of Fighters XIII",0,8,1
2014-10-01,"Mortal Kombat 9",0,8,1
2014-10-01,"Persona 4 Arena Ultimax",0,8,1
2014-10-01,"Soul Calibur V",0,8,1
2014-10-01,"Ultimate Marvel vs. Capcom 3",0,8,1
2014-11-01,"StarCraft II",450224.27,128,72
2014-11-01,"Counter-Strike: Global Offensive",400462.48,266,29
2014-11-01,"Dota 2",391651.25,163,9
2014-11-01,"League of Legends",385511.53,323,36
2014-11-01,"Hearthstone",305478.17,47,17
2014-11-01,"World of WarCraft",250000,24,1
2014-11-01,"SMITE",1e+05,60,3
2014-11-01,"Call of Duty: Advanced Warfare",84906.71,96,21
2014-11-01,"KartRider",61880,24,1
2014-11-01,"Heroes of Newerth",60782.1,114,20
2014-11-01,"Halo 2 Anniversary",55037.6,44,3
2014-11-01,"Counter-Strike Online",38688,5,1
2014-11-01,"Battlefield 4",25903.75,20,6
2014-11-01,"Call of Duty: Ghosts",25000,12,1
2014-11-01,"S.K.I.L.L. - Special Force 2",21010,0,1
2014-11-01,"Super Smash Bros. Melee",20063.25,93,33
2014-11-01,"Ultra Street Fighter IV",16760.31,19,8
2014-11-01,"Tekken Tag Tournament 2",15040,9,3
2014-11-01,"ShootMania Storm",15000,9,1
2014-11-01,"FIFA 15",10120.22,22,22
2014-11-01,"Point Blank",8522.32,17,1
2014-11-01,"TrackMania 2: Stadium",8301.98,11,5
2014-11-01,"Guild Wars 2",5617.4,38,10
2014-11-01,"Project M",4495,48,11
2014-11-01,"Super Smash Bros. for Wii U",3500,29,8
2014-11-01,"StarCraft: Brood War",2710.2,1,1
2014-11-01,"Attack on Titan Tribute Game",2500,3,1
2014-11-01,"CrossFire",2445.28,33,6
2014-11-01,"Age of Empires",1320,6,1
2014-11-01,"Heroes of the Storm",1300,5,4
2014-11-01,"Team Fortress 2",1247.08,18,1
2014-11-01,"WarCraft III",1207.04,21,2
2014-11-01,"Chess.com",1000,7,1
2014-11-01,"Quake Live",988,12,5
2014-11-01,"Super Smash Bros. Brawl",40,4,1
2014-11-01,"Just Dance 2014",0,3,1
2014-12-01,"Dota 2",1070101.65,302,28
2014-12-01,"League of Legends",486705.84,427,36
2014-12-01,"StarCraft II",152657.39,131,53
2014-12-01,"Counter-Strike: Global Offensive",123613.82,298,32
2014-12-01,"CrossFire",106086.8,42,6
2014-12-01,"Hearthstone",83520.79,88,18
2014-12-01,"Heroes of Newerth",82637.13,77,9
2014-12-01,"Ultra Street Fighter IV",65447.45,20,6
2014-12-01,"Guild Wars 2",54457.96,36,9
2014-12-01,"Call of Duty: Advanced Warfare",42041.1,84,19
2014-12-01,"Attack on Titan Tribute Game",40363.53,8,1
2014-12-01,"Counter-Strike Online",40000,15,1
2014-12-01,"WarCraft III",36451.93,12,5
2014-12-01,"Point Blank",25790.04,24,2
2014-12-01,"Halo 2 Anniversary",15000,16,2
2014-12-01,"Team Fortress 2",14180,24,1
2014-12-01,"Heroes of the Storm",12957.5,42,15
2014-12-01,"Super Smash Bros. Melee",11588.71,74,22
2014-12-01,"Call of Duty: Ghosts",9337.36,32,1
2014-12-01,"Super Smash Bros. for Wii U",5861.65,38,8
2014-12-01,"Project M",3248,33,7
2014-12-01,"FIFA 15",3230.02,20,15
2014-12-01,"World of Tanks",3101.68,21,1
2014-12-01,"Quake Live",2205.69,24,5
2014-12-01,"Age of Empires",1540,12,1
2014-12-01,"Battlefield 4",1111.95,20,5
2014-12-01,"Ultimate Marvel vs. Capcom 3",1060,8,3
2014-12-01,"Chess.com",999.99,5,1
2014-12-01,"StarCraft: Brood War",689.6,12,3
2014-12-01,"Age of Mythology",279,2,1
2014-12-01,"TrackMania 2: Stadium",24.63,1,1
2015-01-01,"SMITE",2612259,40,1
2015-01-01,"Dota 2",345579.13,200,15
2015-01-01,"League of Legends",162819.01,215,20
2015-01-01,"StarCraft II",118631.72,152,45
2015-01-01,"Counter-Strike: Global Offensive",113385.63,179,19
2015-01-01,"World of Tanks",93489.64,7,2
2015-01-01,"Call of Duty: Advanced Warfare",63413.65,83,22
2015-01-01,"Hearthstone",62720.15,19,5
2015-01-01,"Heroes of Newerth",40992.57,41,6
2015-01-01,"Super Smash Bros. Melee",23859.42,82,26
2015-01-01,"Halo 2 Anniversary",21000,32,3
2015-01-01,"Heroes of the Storm",18039.14,56,14
2015-01-01,"Super Smash Bros. for Wii U",13537.97,67,16
2015-01-01,"Project M",6054.53,39,9
2015-01-01,"Attack on Titan Tribute Game",6000,4,1
2015-01-01,"Guild Wars 2",3830.9,10,8
2015-01-01,"Ultra Street Fighter IV",2319.71,11,5
2015-01-01,"Point Blank",2295,44,1
2015-01-01,"Chess.com",2010,14,2
2015-01-01,"CrossFire",1901.88,31,4
2015-01-01,"FIFA 15",1221.81,13,15
2015-01-01,"Battlefield 4",1055.59,17,5
2015-01-01,"Quake Live",967.22,15,5
2015-01-01,"Super Smash Bros. Brawl",590,6,1
2015-01-01,"S.K.I.L.L. - Special Force 2",569.38,20,2
2015-01-01,"TrackMania 2: Stadium",348.72,2,2
2015-01-01,"Super Smash Bros.",180,3,1
2015-01-01,"Ultimate Marvel vs. Capcom 3",40,3,1
2015-02-01,"Dota 2",3088520.01,142,8
2015-02-01,"Call of Duty: Advanced Warfare",129276.62,160,30
2015-02-01,"Counter-Strike: Global Offensive",113850.74,256,30
2015-02-01,"League of Legends",113808.53,151,20
2015-02-01,"StarCraft II",67829.7,115,49
2015-02-01,"StarCraft: Brood War",50509.76,48,3
